,category,id,question,type,flat list,test
721,resource,dbpedia_3378,Amtrak is the owner of which tower station ?,"['dbo:RailwayStation', 'dbo:Station', 'dbo:Infrastructure', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:RailwayStation' 'dbo:Station' 'dbo:Infrastructure'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
727,resource,dbpedia_18067,Where does the successor of Thongsuk Samdaengpan reside?,"['dbo:Country', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Country' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
736,resource,dbpedia_20231,What is the division of Serbia national American football team ?,"['dbo:Country', 'dbo:Continent', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Country' 'dbo:Continent' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
744,resource,dbpedia_13425,Which is the minor planet group for asteroid belt?,"['dbo:Asteroid', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Asteroid' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
750,resource,dbpedia_20147,Where does the river end which starts in Richmond Park?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace'
 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location']",True
758,resource,dbpedia_5240,What was the political party of Jefferson Davis?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
762,resource,dbpedia_5879,Name the tributary that flows form the harbour at Guangzhou,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
765,resource,dbpedia_17350,What arew the administrative territorial entity of Russia that contains the word tomsk in their name,"['dbo:Village', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Village' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
768,resource,dbpedia_21337,List the junctions which lie on U.S. Route 59 in Texas and U.S. Route 59 ?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
783,resource,dbpedia_16231,WHICH IS THE THROUGH STATION WITH THE MAXIMUM NUMBER OF PLATFORM TRACKS,"['dbo:RailwayStation', 'dbo:Station', 'dbo:Infrastructure', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:RailwayStation' 'dbo:Station' 'dbo:Infrastructure'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
808,resource,dbpedia_20039,Where is the origin of Filbert's Old Time Root Beer ?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
821,resource,dbpedia_8164,What is the hub and who is the owner of Shandong Airlines?,"['dbo:Airport', 'dbo:Infrastructure', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Airport' 'dbo:Infrastructure' 'dbo:ArchitecturalStructure'
 'dbo:Place' 'dbo:Location']",True
823,resource,dbpedia_20629,Where did the narrators of the Championship snooker die?,"['dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
825,resource,dbpedia_3144,Tell me archipelago  whose name has the word lies in it.,"['dbo:Archipelago', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']",['dbo:Archipelago' 'dbo:NaturalPlace' 'dbo:Place' 'dbo:Location'],True
828,resource,dbpedia_2975,What planet has use of a sundial?,"['dbo:Asteroid', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Asteroid' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
830,resource,dbpedia_14838,Did Denis Diderot die in the 3rd arrondissement of Paris?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
848,resource,dbpedia_76,n/a,"['dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
851,resource,dbpedia_18487,Which US city can be said to be a part of american mediterranean sea and the biscayne bay?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
863,resource,dbpedia_4435,What Tel Aviv partner town is the place of formation of Sinopec?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
867,resource,dbpedia_7108,Which is the metropolitan municipality in Turkey for the twinned administrative body of Lahore?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
871,resource,dbpedia_12896,"""What is {is in the principal area of} of {Flevoland}, whose {member of} is {Australia Group} ?""","['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
875,resource,dbpedia_11427,What is Wales the capital of?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
881,resource,dbpedia_3182,which mountain has a tallest elevation above sea level?,"['dbo:Mountain', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']",['dbo:Mountain' 'dbo:NaturalPlace' 'dbo:Place' 'dbo:Location'],True
885,resource,dbpedia_19307,"What is the state of the settlement, which is the sub assembly of Mohamedia, Tunisia ?","['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
902,resource,dbpedia_14607,Where in Moscow was Nikita Mikhalkov born?,"['dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
907,resource,dbpedia_15752,Which municipality of Spain starts with the letter z,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
908,resource,dbpedia_15195,"What city is the twin city of Oslo and also the setting for ""A Tree Grows in Brooklyn""","['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
915,resource,dbpedia_7703,What what is ice giant parent astronomical body Sun which that starts with letters u,"['dbo:Planet', 'dbo:CelestialBody', 'dbo:Place', 'dbo:Location']",['dbo:Planet' 'dbo:CelestialBody' 'dbo:Place' 'dbo:Location'],True
922,resource,dbpedia_5264,What is the seat of team member Shohei Yamamoto?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
938,resource,dbpedia_6919,Which is the connecting line of Stockholm metro?,"['dbo:RailwayStation', 'dbo:Station', 'dbo:Infrastructure', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:RailwayStation' 'dbo:Station' 'dbo:Infrastructure'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
939,resource,dbpedia_1911,Where in Damascus was Mehmed the Conqueror buried?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
951,resource,dbpedia_12746,What is the birth city of Charles IV which is in the state Čimice?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
954,resource,dbpedia_20999,What is the ethnicity of the people working for the Philippines house of representatives?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
961,resource,dbpedia_19540,Over what do Concor holdings have a bridge?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
963,resource,dbpedia_3324,"What is the arrondissement of Cathedral of Santiago de Compostela, and has a partner town of Mashhad?","['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
973,resource,dbpedia_16167,Name a building in Milwaukee.,"['dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']",['dbo:Building' 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location'],True
986,resource,dbpedia_7885,Tell me mountain whose name has the word zumsteinspitze  in it.,"['dbo:Mountain', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']",['dbo:Mountain' 'dbo:NaturalPlace' 'dbo:Place' 'dbo:Location'],True
991,resource,dbpedia_19259,Which destination of the Novair International Airways is also the  predecessor of the Chevrolet Caprice?,"['dbo:Country', 'dbo:Continent', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Country' 'dbo:Continent' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
998,resource,dbpedia_19632,What is the route start of Capitol 400 ?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
1006,resource,dbpedia_21062,What is the country whose leader name is Grard Larcher?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1010,resource,dbpedia_7724,What are the railway tunnel which start with the letter T,"['dbo:RailwayTunnel', 'dbo:RouteOfTransportation', 'dbo:Infrastructure', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:RailwayTunnel' 'dbo:RouteOfTransportation' 'dbo:Infrastructure'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
1017,resource,dbpedia_23540,Where in France is sparkling wine produced?,"['dbo:WineRegion', 'dbo:Place', 'dbo:Location']",['dbo:WineRegion' 'dbo:Place' 'dbo:Location'],True
1030,resource,dbpedia_8321,which island with the highest width whose country is norway?,"['dbo:Island', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Island' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1031,resource,dbpedia_8110,Where did the author of A Dance to the Music of Time die?,"['dbo:Town', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Town' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
1032,resource,dbpedia_5701,Which metropolis did Aung San Suu Kyi live in?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
1034,resource,dbpedia_348,"Where did Pierre Curie live, which has the timezone of UTC-02:00?","['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1041,resource,dbpedia_4181,Josip Broz Tito is the head of government for what historical country?,"['dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1046,resource,dbpedia_3465,What is the capital of the secular state of Montevideo?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1048,resource,dbpedia_12853,"What capital town of the Kingdom of Wessez experienced the notable event of the July 7, 2005 London bombings?","['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
1049,resource,dbpedia_10965,Which republic that is a member of the International Finance Corporation has the lowest Human Development Index?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1055,resource,dbpedia_11383,who  jurisdiction of legally established by of water pollution ?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1057,resource,dbpedia_1598,Which country shares its border with Andorra which is named Andorra-France border?,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1070,resource,dbpedia_22829,What is the government type of Ancient Rome ?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1073,resource,dbpedia_1004,"What is the name of the democratic republic, previously occupied by indigenous people, which now the majority of its population speaks American English?","['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1078,resource,dbpedia_19483,Who is the predecessor of Voere ?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1079,resource,dbpedia_2780,Name the building by the engineer Arup with the least amount of elevators.,"['dbo:Skyscraper', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Skyscraper' 'dbo:Building' 'dbo:ArchitecturalStructure' 'dbo:Place'
 'dbo:Location']",True
1082,resource,dbpedia_14923,Which is the filming location for The Godfather Part II?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
1093,resource,dbpedia_18268,What country had the title of 2001 Speedway Ekstraliga ?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1102,resource,dbpedia_20639,"What country is Jeffrey Werleman from, which also has the American Mediterranean Sea?","['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1113,resource,dbpedia_16059,canada,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1122,resource,dbpedia_20126,Name the rivers originating from an English speaking nation?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
1123,resource,dbpedia_16310,Mention the city entitled for the administrative body and functioning of Bern.,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
1157,resource,dbpedia_5420,"Tell me the name of a high-rise building designed by structural engineer Atkins, and which starts with ""a"".","['dbo:Skyscraper', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Skyscraper' 'dbo:Building' 'dbo:ArchitecturalStructure' 'dbo:Place'
 'dbo:Location']",True
1161,resource,dbpedia_14230,Which is the continent of the provenance of L'Origine du Monde?,"['dbo:NaturalRegion', 'dbo:Region', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:NaturalRegion' 'dbo:Region' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
1164,resource,dbpedia_5917,Where did Akhenaten die?,"['dbo:Village', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:Village' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
1189,resource,dbpedia_11751,Tell me about the unitary state that contains the administrative territorial entity of Sofia.,"['dbo:Country', 'dbo:State', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:State' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1196,resource,dbpedia_17608,What is Fukuoka's sister city in the continent of Oceania?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
1198,resource,dbpedia_19016,Name the city with leader as Esther Alder and neighboring municipality as Pregny-Chambsy?,"['dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1202,resource,dbpedia_15733,What administrative centre of Mari El Republic includes the municipaality of Kazan Governorate?,"['dbo:City', 'dbo:Settlement', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']","['dbo:City' 'dbo:Settlement' 'dbo:PopulatedPlace' 'dbo:Place'
 'dbo:Location']",True
1204,resource,dbpedia_20818,What country did the successor of William Ofori Atta swear his oath to?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1212,resource,dbpedia_22407,In which countries is coconut used as a food ingredient?,"['dbo:Country', 'dbo:PopulatedPlace', 'dbo:Place', 'dbo:Location']",['dbo:Country' 'dbo:PopulatedPlace' 'dbo:Place' 'dbo:Location'],True
1218,resource,dbpedia_4070,What Denmark hotel has the least angle from vertical?,"['dbo:Hotel', 'dbo:Building', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Hotel' 'dbo:Building' 'dbo:ArchitecturalStructure' 'dbo:Place'
 'dbo:Location']",True
1234,resource,dbpedia_5527,Which road leads to Seville?,"['dbo:Road', 'dbo:RouteOfTransportation', 'dbo:Infrastructure', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Road' 'dbo:RouteOfTransportation' 'dbo:Infrastructure'
 'dbo:ArchitecturalStructure' 'dbo:Place' 'dbo:Location']",True
1243,resource,dbpedia_15396,What is the tributary} of on the  bay of Austria-Hungary?,"['dbo:River', 'dbo:Stream', 'dbo:BodyOfWater', 'dbo:NaturalPlace', 'dbo:Place', 'dbo:Location']","['dbo:River' 'dbo:Stream' 'dbo:BodyOfWater' 'dbo:NaturalPlace' 'dbo:Place'
 'dbo:Location']",True
1244,resource,dbpedia_20359,Where did some of the matches take place where Columbus Crew SC played?,"['dbo:Stadium', 'dbo:SportFacility', 'dbo:ArchitecturalStructure', 'dbo:Place', 'dbo:Location']","['dbo:Stadium' 'dbo:SportFacility' 'dbo:ArchitecturalStructure' 'dbo:Place'
 'dbo:Location']",True
